YYYROC,county,township,school_name
108 ,新竹縣 ,湖口鄉 ,新竹縣私立故事島幼兒園 
108 ,新竹縣 ,新埔鎮 ,新竹縣私立源興幼兒園 
108 ,新竹縣 ,湖口鄉 ,新竹縣私立英格蘭幼兒園 
108 ,新竹縣 ,竹東鎮 ,新竹縣私立真善美幼兒園 
108 ,苗栗縣 ,頭屋鄉 ,苗栗縣頭屋鄉頭屋國民小學附設幼兒園 
108 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市文山國民小學附設幼兒園 
108 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉新開國民小學附設幼兒園 
108 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉福基國民小學附設幼兒園 
108 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉立幼兒園 
108 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市新英國民小學附設幼兒園 
108 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
108 ,苗栗縣 ,公館鄉 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
108 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉中興國民小學附設幼兒園 
108 ,苗栗縣 ,頭份市 ,苗栗縣私立瑪奇兒幼兒園 
108 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉三灣國民小學附設幼兒園 
108 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
108 ,苗栗縣 ,苗栗市 ,苗栗縣私立芝?街幼兒園 
108 ,苗栗縣 ,公館鄉 ,苗栗縣私立小木偶幼兒園 
108 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉立幼兒園 
108 ,苗栗縣 ,苗栗市 ,苗栗縣私立芳仁紀念幼兒園 
108 ,臺中市 ,東勢區 ,臺中市立東勢幼兒園 
108 ,臺中市 ,石岡區 ,臺中市立石岡幼兒園 
108 ,臺中市 ,新社區 ,臺中市立新社幼兒園 
108 ,臺中市 ,豐原區 ,臺中市立豐原幼兒園 
108 ,臺中市 ,石岡區 ,臺中市石岡區石岡國民小學附設幼兒園 
108 ,臺中市 ,石岡區 ,臺中市石岡區土牛國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區東新國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區成功國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區中山國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區中科國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區石角國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區石城國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區新成國民小學附設幼兒園 
108 ,臺中市 ,東勢區 ,臺中市東勢區新盛國民小學附設幼兒園 
108 ,彰化縣 ,田尾鄉 ,彰化縣私立嘉年華幼兒園 
108 ,雲林縣 ,崙背鄉 ,雲林縣私立惠華幼兒園 
108 ,臺南市 ,仁德區 ,臺南市仁德區仁德國民小學 
108 ,臺南市 ,仁德區 ,臺南市立仁德幼兒園 
108 ,臺南市 ,東區 ,臺南市立忠孝國民中學附設幼兒園 
108 ,高雄市 ,美濃區 ,高雄市美濃區東門國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區吉洋國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民小學附設幼兒園 
108 ,高雄市 ,美濃區 ,高雄市美濃區廣興國民小學附設幼兒園 
108 ,高雄市 ,美濃區 ,高雄市美濃區龍山國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民小學附設幼兒園 
108 ,高雄市 ,美濃區 ,高雄市美濃區中壇國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區福安國民小學 
108 ,高雄市 ,美濃區 ,高雄市美濃區吉東國民小學 
108 ,高雄市 ,六龜區 ,高雄市六龜區新威國民小學 
108 ,高雄市 ,美濃區 ,高雄市私立美濃欣欣幼兒園 
108 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉豐田國民小學 
108 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東勢國民小學 
108 ,屏東縣 ,長治鄉 ,屏東縣長治鄉長興國民小學 
108 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉育英國民小學 
108 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉萬巒國民小學 
108 ,屏東縣 ,高樹鄉 ,屏東縣高樹鄉高樹國民小學附設幼兒園 
108 ,屏東縣 ,屏東市 ,屏東縣私立學正幼兒園 
108 ,屏東縣 ,長治鄉 ,屏東縣私立香潭幼兒園 
108 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉內埔國民小學附設幼兒園 
108 ,屏東縣 ,內埔鄉 ,屏東縣私立立群幼兒園 
108 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉西勢國民小學附設幼兒園 
108 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園 
108 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園五溝分班 
108 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園泗溝分班 
108 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園成德分班 
108 ,屏東縣 ,枋寮鄉 ,屏東縣私立愛群幼兒園 
108 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉立幼兒園 
108 ,花蓮縣 ,吉安鄉 ,花蓮縣吉安鄉稻香國民小學附設幼兒園 
108 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳林國民小學附設幼兒園 
107 ,新北市 ,泰山區 ,新北市立泰山國民中學附設幼兒園 
107 ,桃園市 ,觀音區 ,桃園市立觀音幼兒園 
107 ,桃園市 ,新屋區 ,桃園市立新屋幼兒園 
107 ,桃園市 ,新屋區 ,桃園市私立新奇屋幼兒園 
107 ,桃園市 ,新屋區 ,桃園市私立新學屋幼兒園 
107 ,桃園市 ,龍潭區 ,桃園市立龍潭幼兒園 
107 ,桃園市 ,平鎮區 ,桃園市私立小奶爸幼兒園 
107 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園紹豐分班 
107 ,桃園市 ,楊梅區 ,桃園市楊梅區楊心國民小學附設幼兒園 
107 ,桃園市 ,楊梅區 ,桃園市楊梅區上田國民小學附設幼兒園 
107 ,桃園市 ,楊梅區 ,桃園市楊梅區楊梅國民小學附設幼兒園 
107 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞原國民小學附設幼兒園 
107 ,桃園市 ,中壢區 ,桃園市中壢區新明國民小學附設幼兒園 
107 ,桃園市 ,大園區 ,桃園市私立溪海大自然幼兒園 
107 ,新竹縣 ,新埔鎮 ,新竹縣新埔鎮立幼兒園文山分班 
107 ,新竹縣 ,湖口鄉 ,新竹縣湖口鄉立幼兒園 
107 ,新竹縣 ,新豐鄉 ,新竹縣新豐鄉立幼兒園 
107 ,新竹縣 ,新豐鄉 ,社團法人台灣琉璃光幼兒教育協會附設新竹縣私立聚集德非營利幼兒園 
107 ,新竹縣 ,湖口鄉 ,新竹縣私立英格蘭幼兒園 
107 ,新竹縣 ,竹東鎮 ,新竹縣私立真善美幼兒園 
107 ,新竹縣 ,寶山鄉 ,新竹縣寶山鄉立幼兒園新城分班 
107 ,苗栗縣 ,頭份市 ,苗栗縣私立瑪奇兒幼兒園 
107 ,苗栗縣 ,公館鄉 ,苗栗縣私立小木偶幼兒園 
107 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
107 ,苗栗縣 ,公館鄉 ,苗栗縣私立全有幼兒園 
107 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉立幼兒園 
107 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉三灣國民小學附設幼兒園 
107 ,苗栗縣 ,公館鄉 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
107 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
107 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉立幼兒園 
107 ,臺中市 ,東勢區 ,臺中市立東勢幼兒園 
107 ,臺中市 ,石岡區 ,臺中市立石岡幼兒園 
107 ,臺中市 ,新社區 ,臺中市立新社幼兒園 
107 ,臺中市 ,豐原區 ,臺中市立豐原幼兒園朴子分班 
107 ,臺中市 ,石岡區 ,臺中市石岡區石岡國民小學附設幼兒園 
107 ,臺中市 ,石岡區 ,臺中市石岡區土牛國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區東新國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區成功國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區中山國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區中科國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區石角國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區石城國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區新成國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區新盛國民小學附設幼兒園 
107 ,臺中市 ,東勢區 ,臺中市東勢區成功國民小學 
107 ,臺中市 ,石岡區 ,臺中市石岡區土牛國民小學 
107 ,彰化縣 ,田尾鄉 ,彰化縣私立嘉年華幼兒園 
107 ,雲林縣 ,崙背鄉 ,雲林縣私立惠華幼兒園 
107 ,臺南市 ,仁德區 ,臺南市仁德區長興國民小學附設幼兒園 
107 ,臺南市 ,仁德區 ,臺南市仁德區仁德國民小學 
107 ,臺南市 ,仁德區 ,臺南市立仁德國民中學 
107 ,高雄市 ,六龜區 ,高雄市六龜區新威國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區吉東國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區東門國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區龍山國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民小學附設幼兒園 
107 ,高雄市 ,美濃區 ,高雄市美濃區福安國民小學 
107 ,高雄市 ,美濃區 ,高雄市美濃區福安國民小學附設幼兒園 
107 ,高雄市 ,美濃區 ,高雄市美濃區廣興國民小學附設幼兒園 
107 ,高雄市 ,杉林區 ,高雄市杉林區上平國民小學附設幼兒園 
107 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉豐田國民小學 
107 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東勢國民小學 
107 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉育英國民小學 
107 ,屏東縣 ,長治鄉 ,屏東縣長治鄉長興國民小學 
107 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉萬巒國民小學 
107 ,屏東縣 ,高樹鄉 ,屏東縣高樹鄉高樹國民小學附設幼兒園 
107 ,屏東縣 ,屏東市 ,屏東縣私立學正幼兒園 
107 ,屏東縣 ,長治鄉 ,屏東縣私立香潭幼兒園 
107 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉內埔國民小學附設幼兒園 
107 ,屏東縣 ,內埔鄉 ,屏東縣私立立群幼兒園 
107 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉西勢國民小學附設幼兒園 
107 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園 
107 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園五溝分班 
107 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園成德分班 
107 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園泗溝分班 
107 ,屏東縣 ,枋寮鄉 ,屏東縣私立愛群幼兒園 
107 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳林國民小學附設幼兒園 
107 ,花蓮縣 ,玉里鎮 ,花蓮縣玉里鎮源城國民小學附設幼兒園 
107 ,花蓮縣 ,玉里鎮 ,花蓮縣玉里鎮三民國民小學附設幼兒園 
106 ,桃園市 ,觀音區 ,桃園市立觀音幼兒園 
106 ,桃園市 ,新屋區 ,桃園市立新屋幼兒園 
106 ,桃園市 ,新屋區 ,私立新奇屋幼兒園 
106 ,桃園市 ,新屋區 ,私立新學屋幼兒園 
106 ,桃園市 ,龍潭區 ,桃園市立龍潭幼兒園 
106 ,桃園市 ,龍潭區 ,桃園市龍潭區德龍國民小學附設幼兒園 
106 ,桃園市 ,平鎮區 ,桃園市私立小奶爸幼兒園 
106 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園平鎮分班 
106 ,桃園市 ,平鎮區 ,桃園市平鎮區東勢國民小學附設幼兒園 
106 ,桃園市 ,楊梅區 ,桃園市楊梅區楊心國民小學附設幼兒園 
106 ,桃園市 ,楊梅區 ,桃園市楊梅區上田國民小學附設幼兒園 
106 ,桃園市 ,楊梅區 ,桃園市楊梅區楊梅國民小學附設幼兒園 
106 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞原國民小學附設幼兒園 
106 ,桃園市 ,中壢區 ,桃園市中壢區新明國民小學附設幼兒園 
106 ,桃園市 ,大園區 ,桃園市私立溪海大自然幼兒園 
106 ,新竹縣 ,新豐鄉 ,社團法人台灣琉璃光幼兒教育協會附設新竹縣私立聚集德非營利幼兒園 
106 ,苗栗縣 ,苗栗市 ,苗栗縣私立芝?街幼兒園 
106 ,苗栗縣 ,頭屋鄉 ,苗栗縣頭屋鄉頭屋國民小學附設幼兒園 
106 ,苗栗縣 ,公館鄉 ,苗栗縣私立小木偶幼兒園 
106 ,苗栗縣 ,頭份市 ,苗栗縣私立牧羊幼兒園 
106 ,苗栗縣 ,南庄鄉 ,苗栗縣南庄鄉南埔國民小學附設幼兒園 
106 ,苗栗縣 ,苗栗市 ,苗栗縣私立芳仁紀念幼兒園 
106 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
106 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉立幼兒園 
106 ,苗栗縣 ,三義鄉 ,苗栗縣三義鄉育英國民小學龍騰分校 
106 ,苗栗縣 ,公館鄉 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
106 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
106 ,苗栗縣 ,卓蘭鎮 ,苗栗縣卓蘭鎮景山國民小學 
106 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉大南國民小學 
106 ,臺中市 ,東勢區 ,臺中市立東勢幼兒園 
106 ,臺中市 ,石岡區 ,臺中市立石岡幼兒園 
106 ,臺中市 ,新社區 ,臺中市立新社幼兒園 
106 ,臺中市 ,豐原區 ,臺中市立豐原幼兒園 
106 ,臺中市 ,石岡區 ,臺中市石岡區石岡國民小學附設幼兒園 
106 ,臺中市 ,石岡區 ,臺中市石岡區土牛國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區東新國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區成功國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區中山國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區中科國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區石角國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區石城國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區新成國民小學附設幼兒園 
106 ,臺中市 ,東勢區 ,臺中市東勢區新盛國民小學附設幼兒園 
106 ,彰化縣 ,田尾鄉 ,彰化縣私立嘉年華幼兒園 
106 ,雲林縣 ,崙背鄉 ,雲林縣私立惠華幼兒園 
106 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民小學附設幼兒園 
106 ,高雄市 ,美濃區 ,高雄市美濃區福安國民小學暨附設幼兒園 
106 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民小學暨附設幼兒園 
106 ,高雄市 ,美濃區 ,高雄市美濃區中壇國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區吉東國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區東門國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區龍山國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區廣興國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區廣興國民小學附設幼兒園 
106 ,高雄市 ,六龜區 ,高雄市六龜區新威國民小學 
106 ,高雄市 ,美濃區 ,高雄市美濃區私立美濃欣欣幼兒園 
106 ,高雄市 ,美濃區 ,高雄市美濃區吉洋國民小學 
106 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉豐田國民小學 
106 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東勢國民小學 
106 ,屏東縣 ,長治鄉 ,屏東縣長治鄉長興國民小學 
106 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉育英國民小學 
106 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉萬巒國民小學 
106 ,屏東縣 ,屏東市 ,屏東縣私立學正幼兒園 
106 ,屏東縣 ,長治鄉 ,屏東縣私立香潭幼兒園 
106 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉內埔國民小學附設幼兒園 
106 ,屏東縣 ,內埔鄉 ,屏東縣私立立群幼兒園 
106 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉立幼兒園 
106 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園 
106 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園五溝分班 
106 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園四溝分班 
106 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園成德分班 
106 ,屏東縣 ,枋寮鄉 ,屏東縣私立愛群幼兒園 
106 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳林國民小學附設幼兒園 
106 ,花蓮縣 ,玉里鎮 ,花蓮縣玉里鎮源城國民小學附設幼兒園 
106 ,花蓮縣 ,吉安鄉 ,花蓮縣私立毛毛虫幼兒園 
106 ,花蓮縣 ,鳳林鎮 ,花蓮縣私立愛彌兒幼兒園 
